url,heading,release,last_edited,pub,publication,time_period,is_latest_release
https://explore-education-statistics.service.gov.uk/find-statistics/a-level-and-other-16-to-18-results/data-guidance,A level and other 16 to 18 results,Academic year 2022/23,01-Feb-24,NA,A level and other 16 to 18 results,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/a-level-and-other-16-to-18-results/prerelease-access-list,A level and other 16 to 18 results,Academic year 2022/23,01-Feb-24,NA,A level and other 16 to 18 results,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/a-level-and-other-16-to-18-results/2021-22,A level and other 16 to 18 results,Academic year 2021/22,30-Mar-23,NA,A level and other 16 to 18 results,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/a-level-and-other-16-to-18-results/2020-21,A level and other 16 to 18 results,Academic year 2020/21,04-Nov-21,NA,A level and other 16 to 18 results,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/a-level-and-other-16-to-18-results/2019-20,A level and other 16 to 18 results,Academic year 2019/20,26-Nov-20,NA,A level and other 16 to 18 results,2019/20,No
https://explore-education-statistics.service.gov.uk/data-tables/a-level-and-other-16-to-18-results,Create your own tables,Table Tool,NA,A level and other 16 to 18 results,A level and other 16 to 18 results,,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-funding-statistics/data-guidance,School funding statistics,Financial year 2023-24,25-Jan-24,NA,School funding statistics,2023-24,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-funding-statistics/prerelease-access-list,School funding statistics,Financial year 2023-24,25-Jan-24,NA,School funding statistics,2023-24,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-funding-statistics/2022-23,School funding statistics,Financial year 2022-23,26-Jan-23,NA,School funding statistics,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-funding-statistics/2021-22,School funding statistics,Financial year 2021-22,27-Jan-22,NA,School funding statistics,2021-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/school-funding-statistics/2020-21,School funding statistics,Financial year 2020-21,28-Jan-21,NA,School funding statistics,2020-21,No
https://explore-education-statistics.service.gov.uk/data-tables/school-funding-statistics,Create your own tables,Table Tool,NA,School funding statistics,School funding statistics,,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-and-skills/data-guidance,Further education and skills,Academic year 2023/24,25-Jan-24,NA,Further education and skills,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-and-skills/prerelease-access-list,Further education and skills,Academic year 2023/24,25-Jan-24,NA,Further education and skills,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-and-skills/2022-23,Further education and skills,Academic year 2022/23,30-Nov-23,NA,Further education and skills,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-and-skills/2021-22,Further education and skills,Academic year 2021/22,27-Jan-22,NA,Further education and skills,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-and-skills/2020-21,Further education and skills,Academic year 2020/21,28-Jan-21,NA,Further education and skills,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/further-education-and-skills/2019-20,Further education and skills,Academic year 2019/20,26-Nov-20,NA,Further education and skills,2019/20,No
https://explore-education-statistics.service.gov.uk/data-tables/further-education-and-skills,Create your own tables,Table Tool,NA,Further education and skills,Further education and skills,,No
https://explore-education-statistics.service.gov.uk/find-statistics/early-years-education-recovery/data-guidance,Early years education recovery,Jan-24,25-Jan-24,NA,Early years education recovery,Jan-24,No
https://explore-education-statistics.service.gov.uk/data-tables/early-years-education-recovery,Create your own tables,Table Tool,NA,Early years education recovery,Early years education recovery,,No
https://explore-education-statistics.service.gov.uk/find-statistics/la-and-school-expenditure/data-guidance,LA and school expenditure,Financial year 2022-23,25-Jan-24,NA,LA and school expenditure,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/la-and-school-expenditure/prerelease-access-list,LA and school expenditure,Financial year 2022-23,25-Jan-24,NA,LA and school expenditure,2022-23,No
https://explore-education-statistics.service.gov.uk/find-statistics/la-and-school-expenditure/2021-22,LA and school expenditure,Financial year 2021-22,08-Dec-22,NA,LA and school expenditure,2021-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/la-and-school-expenditure/2020-21,LA and school expenditure,Financial year 2020-21,16-Dec-21,NA,LA and school expenditure,2020-21,No
https://explore-education-statistics.service.gov.uk/find-statistics/la-and-school-expenditure/2019-20,LA and school expenditure,Financial year 2019-20,21-Jan-21,NA,LA and school expenditure,2019-20,No
https://explore-education-statistics.service.gov.uk/data-tables/la-and-school-expenditure,Create your own tables,Table Tool,NA,LA and school expenditure,LA and school expenditure,,No
https://explore-education-statistics.service.gov.uk/find-statistics/parental-responsibility-measures/data-guidance,Parental responsibility measures,Academic year 2022/23,14-Dec-23,NA,Parental responsibility measures,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/parental-responsibility-measures/prerelease-access-list,Parental responsibility measures,Academic year 2022/23,14-Dec-23,NA,Parental responsibility measures,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/parental-responsibility-measures/2021-22,Parental responsibility measures,Academic year 2021/22,15-Dec-22,NA,Parental responsibility measures,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/parental-responsibility-measures/2020-21,Parental responsibility measures,Academic year 2020/21,16-Dec-21,NA,Parental responsibility measures,2020/21,No
https://explore-education-statistics.service.gov.uk/find-statistics/parental-responsibility-measures/2018-19,Parental responsibility measures,Academic year 2018/19,26-Mar-20,NA,Parental responsibility measures,2018/19,No
https://explore-education-statistics.service.gov.uk/data-tables/parental-responsibility-measures,Create your own tables,Table Tool,NA,Parental responsibility measures,Parental responsibility measures,,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme/data-guidance,National Tutoring Programme,Academic year 2023/24,14-Dec-23,NA,National Tutoring Programme,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme/prerelease-access-list,National Tutoring Programme,Academic year 2023/24,14-Dec-23,NA,National Tutoring Programme,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme/2022-23,National Tutoring Programme,Academic year 2022/23,27-Jul-23,NA,National Tutoring Programme,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme/2022-june,National Tutoring Programme,Jun-22,19-Jul-22,NA,National Tutoring Programme,Jun-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme/2022-may,National Tutoring Programme,May-22,26-May-22,NA,National Tutoring Programme,May-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme/2022-march,National Tutoring Programme,Mar-22,31-Mar-22,NA,National Tutoring Programme,Mar-22,No
https://explore-education-statistics.service.gov.uk/find-statistics/national-tutoring-programme/2021-22,National Tutoring Programme,Academic year 2021/22,15-Dec-22,NA,National Tutoring Programme,2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/national-tutoring-programme,Create your own tables,Table Tool,NA,National Tutoring Programme,National Tutoring Programme,,No
https://explore-education-statistics.service.gov.uk/find-statistics/childcare-and-early-years-provider-survey/data-guidance,Childcare and early years provider survey,Reporting year 2023,14-Dec-23,NA,Childcare and early years provider survey,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/childcare-and-early-years-provider-survey/prerelease-access-list,Childcare and early years provider survey,Reporting year 2023,14-Dec-23,NA,Childcare and early years provider survey,2023,No
https://explore-education-statistics.service.gov.uk/find-statistics/childcare-and-early-years-provider-survey/2022,Childcare and early years provider survey,Reporting year 2022,15-Dec-22,NA,Childcare and early years provider survey,2022,No
https://explore-education-statistics.service.gov.uk/data-tables/childcare-and-early-years-provider-survey,Create your own tables,Table Tool,NA,Childcare and early years provider survey,Childcare and early years provider survey,,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment/data-guidance,Key stage 2 attainment,Academic year 2022/23,14-Dec-23,NA,Key stage 2 attainment,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment/prerelease-access-list,Key stage 2 attainment,Academic year 2022/23,14-Dec-23,NA,Key stage 2 attainment,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/key-stage-2-attainment/2021-22,Key stage 2 attainment,Academic year 2021/22,06-Sep-22,NA,Key stage 2 attainment,2021/22,No
https://explore-education-statistics.service.gov.uk/data-tables/key-stage-2-attainment,Create your own tables,Table Tool,NA,Key stage 2 attainment,Key stage 2 attainment,,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-census/data-guidance,Initial Teacher Training Census,Academic year 2023/24,07-Dec-23,NA,Initial Teacher Training Census,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-census/prerelease-access-list,Initial Teacher Training Census,Academic year 2023/24,07-Dec-23,NA,Initial Teacher Training Census,2023/24,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-census/2022-23,Initial Teacher Training Census,Academic year 2022/23,01-Dec-22,NA,Initial Teacher Training Census,2022/23,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-census/2021-22,Initial Teacher Training Census,Academic year 2021/22,02-Dec-21,NA,Initial Teacher Training Census,2021/22,No
https://explore-education-statistics.service.gov.uk/find-statistics/initial-teacher-training-census/2020-21,Initial Teacher Training Census,Academic year 2020/21,03-Dec-20,NA,Initial Teacher Training Census,2020/21,No
